,Site,Measurement,DateTime,Value,IQR*4 + Q3
5574,SQ22030,Turbidity,2014-06-11 12:05:00,36.0,35.85000000000001
5587,SQ22030,Turbidity,2015-07-06 14:10:00,60.0,35.85000000000001
5600,SQ22030,Turbidity,2016-08-03 14:10:00,71.0,35.85000000000001
5608,SQ22030,Turbidity,2017-04-12 15:55:00,74.0,35.85000000000001
5639,SQ22030,Turbidity,2019-11-06 13:01:00,40.0,35.85000000000001
5664,SQ26221,Turbidity,2006-08-09 12:30:00,4.3,2.8
5696,SQ26221,Turbidity,2013-10-09 09:15:00,19.2,2.8
5705,SQ26221,Turbidity,2014-07-09 12:28:00,11.8,2.8
5776,SQ26242,Turbidity,2012-12-11 11:35:00,12.9,12.049999999999999
5791,SQ26242,Turbidity,2014-04-29 10:55:00,85.0,12.049999999999999
5835,SQ26368,Turbidity,2006-10-16 08:55:00,79.0,2.3
5865,SQ26368,Turbidity,2011-10-26 11:05:00,810.0,2.3
5875,SQ26368,Turbidity,2013-01-22 07:43:00,3.1,2.3
5882,SQ26368,Turbidity,2013-10-22 08:25:00,680.0,2.3
5885,SQ26368,Turbidity,2014-01-20 10:10:00,6.2,2.3
5890,SQ26368,Turbidity,2014-06-09 11:45:00,5.0,2.3
5895,SQ26368,Turbidity,2014-11-24 10:23:00,22.0,2.3
5900,SQ26368,Turbidity,2015-05-12 11:06:00,6.1,2.3
5912,SQ26368,Turbidity,2016-05-19 10:32:00,4.1,2.3
5918,SQ26368,Turbidity,2016-11-17 10:59:00,35.0,2.3
5920,SQ26368,Turbidity,2017-01-24 09:47:00,4.5,2.3
5928,SQ26368,Turbidity,2017-09-19 12:30:00,8.7,2.3
5930,SQ26368,Turbidity,2017-11-20 11:50:00,3.1,2.3
5942,SQ26368,Turbidity,2018-11-13 10:48:00,14.3,2.3
5943,SQ26368,Turbidity,2018-12-13 08:01:00,3.7,2.3
5954,SQ26368,Turbidity,2019-11-07 10:52:00,9.4,2.3
5955,SQ26368,Turbidity,2019-12-12 08:01:00,62.0,2.3
5993,SQ26369,Turbidity,2013-10-22 09:25:00,8.5,1.7999999999999998
5998,SQ26369,Turbidity,2014-03-18 11:10:00,2.0,1.7999999999999998
6001,SQ26369,Turbidity,2014-06-09 12:05:00,1.8,1.7999999999999998
6024,SQ26369,Turbidity,2016-05-19 10:52:00,2.6,1.7999999999999998
6040,SQ26369,Turbidity,2017-09-19 12:29:00,2.0,1.7999999999999998
6070,SQ26633,Turbidity,2005-02-14 13:10:00,10.0,5.799999999999999
6093,SQ26633,Turbidity,2008-09-30 12:48:00,8.7,5.799999999999999
6098,SQ26633,Turbidity,2009-05-26 12:57:00,130.0,5.799999999999999
6103,SQ26633,Turbidity,2010-08-16 12:50:00,110.0,5.799999999999999
6110,SQ26633,Turbidity,2012-08-15 12:16:00,340.0,5.799999999999999
6114,SQ26633,Turbidity,2013-05-07 11:12:00,113.0,5.799999999999999
6115,SQ26633,Turbidity,2013-06-05 11:24:00,28.0,5.799999999999999
6116,SQ26633,Turbidity,2013-07-09 11:36:00,57.0,5.799999999999999
6118,SQ26633,Turbidity,2013-09-13 12:05:00,12.7,5.799999999999999
6119,SQ26633,Turbidity,2013-10-09 10:15:00,8.5,5.799999999999999
6122,SQ26633,Turbidity,2014-01-09 09:50:00,6.9,5.799999999999999
6127,SQ26633,Turbidity,2014-06-11 10:50:00,145.0,5.799999999999999
6140,SQ26633,Turbidity,2015-07-06 12:38:00,13.9,5.799999999999999
6167,SQ26633,Turbidity,2017-10-12 11:15:00,49.0,5.799999999999999
6170,SQ26633,Turbidity,2018-01-12 10:20:00,88.0,5.799999999999999
6172,SQ26633,Turbidity,2018-03-08 10:22:00,15.1,5.799999999999999
6180,SQ26633,Turbidity,2018-11-02 10:27:00,8.4,5.799999999999999
6181,SQ26633,Turbidity,2018-12-04 10:37:00,8.0,5.799999999999999
6193,SQ26633,Turbidity,2019-12-05 11:38:00,60.0,5.799999999999999
6215,SQ26931,Turbidity,2013-06-04 12:27:00,31.0,5.799999999999999
6226,SQ26931,Turbidity,2014-05-09 11:05:00,12.2,5.799999999999999
6270,SQ26931,Turbidity,2018-02-01 09:24:00,187.0,5.799999999999999
6273,SQ26931,Turbidity,2018-05-01 10:09:00,5.8,5.799999999999999
6291,SQ26931,Turbidity,2019-12-04 09:11:00,130.0,5.799999999999999
6337,SQ26932,Turbidity,2015-06-11 11:00:00,3.8,3.5000000000000004
6392,SQ30011,Turbidity,2005-07-18 12:20:00,32.0,6.800000000000001
6393,SQ30011,Turbidity,2005-10-12 11:40:00,11.0,6.800000000000001
6409,SQ30011,Turbidity,2009-10-19 12:10:00,140.0,6.800000000000001
6417,SQ30011,Turbidity,2011-10-06 12:10:00,11.0,6.800000000000001
6420,SQ30011,Turbidity,2012-07-26 10:39:00,8.1,6.800000000000001
6425,SQ30011,Turbidity,2013-06-27 10:55:00,14.3,6.800000000000001
6435,SQ30011,Turbidity,2014-04-29 13:51:00,590.0,6.800000000000001
6471,SQ30011,Turbidity,2017-04-19 11:51:00,14.0,6.800000000000001
6474,SQ30011,Turbidity,2017-07-18 12:03:00,12.1,6.800000000000001
6475,SQ30011,Turbidity,2017-08-23 12:57:00,8.1,6.800000000000001
6476,SQ30011,Turbidity,2017-09-26 11:52:00,25.0,6.800000000000001
6485,SQ30011,Turbidity,2018-06-19 13:39:00,109.0,6.800000000000001
6490,SQ30011,Turbidity,2018-11-30 12:19:00,65.0,6.800000000000001
6498,SQ30011,Turbidity,2019-07-23 12:29:00,112.0,6.800000000000001
6525,SQ30141,Turbidity,2019-03-19 15:39:00,0.9,0.8999999999999999
6534,SQ30147,Turbidity,2005-02-08 09:00:00,3.1,3.0
6601,SQ30147,Turbidity,2019-12-12 13:48:00,5.8,3.0
6604,SQ30162,Turbidity,2004-08-19 12:40:00,28.0,7.5249999999999995
6620,SQ30162,Turbidity,2008-08-27 13:55:00,300.0,7.5249999999999995
6623,SQ30162,Turbidity,2009-05-25 13:40:00,240.0,7.5249999999999995
6627,SQ30162,Turbidity,2010-05-31 11:37:00,85.0,7.5249999999999995
6628,SQ30162,Turbidity,2010-07-27 09:23:00,56.0,7.5249999999999995
6629,SQ30162,Turbidity,2010-08-17 09:00:00,12.0,7.5249999999999995
6630,SQ30162,Turbidity,2010-08-24 09:48:00,11.0,7.5249999999999995
6631,SQ30162,Turbidity,2010-09-21 07:35:00,41.0,7.5249999999999995
6643,SQ30162,Turbidity,2011-08-25 13:55:00,46.0,7.5249999999999995
6646,SQ30162,Turbidity,2012-08-06 12:36:00,62.0,7.5249999999999995
6651,SQ30162,Turbidity,2013-06-04 12:40:00,9.9,7.5249999999999995
6652,SQ30162,Turbidity,2013-07-03 10:35:00,100.0,7.5249999999999995
6655,SQ30162,Turbidity,2013-10-01 12:40:00,21.0,7.5249999999999995
6664,SQ30162,Turbidity,2014-07-01 12:37:00,8.2,7.5249999999999995
6667,SQ30162,Turbidity,2014-10-09 10:09:00,11.9,7.5249999999999995
6697,SQ30162,Turbidity,2017-04-10 12:45:00,8.8,7.5249999999999995
6703,SQ30162,Turbidity,2017-10-12 11:40:00,190.0,7.5249999999999995
6709,SQ30162,Turbidity,2018-04-13 13:19:00,48.0,7.5249999999999995
6711,SQ30162,Turbidity,2018-06-14 10:43:00,197.0,7.5249999999999995
6712,SQ30162,Turbidity,2018-07-11 14:20:00,11.2,7.5249999999999995
6723,SQ30162,Turbidity,2019-06-07 10:23:00,11.0,7.5249999999999995
6732,SQ30175,Turbidity,2004-08-19 10:00:00,14.0,7.9
6748,SQ30175,Turbidity,2008-08-27 10:20:00,470.0,7.9
6751,SQ30175,Turbidity,2009-05-25 10:20:00,400.0,7.9
6752,SQ30175,Turbidity,2009-09-03 10:15:00,16.0,7.9
6755,SQ30175,Turbidity,2010-05-31 12:11:00,130.0,7.9
6756,SQ30175,Turbidity,2010-07-27 00:00:00,21.0,7.9
6757,SQ30175,Turbidity,2010-08-17 11:05:00,16.0,7.9
6771,SQ30175,Turbidity,2011-08-25 10:20:00,83.0,7.9
6773,SQ30175,Turbidity,2012-08-06 10:31:00,34.0,7.9
6778,SQ30175,Turbidity,2013-06-04 11:30:00,260.0,7.9
6779,SQ30175,Turbidity,2013-07-03 11:08:00,300.0,7.9
6830,SQ30175,Turbidity,2017-10-12 08:39:00,185.0,7.9
6836,SQ30175,Turbidity,2018-04-13 10:04:00,16.1,7.9
6838,SQ30175,Turbidity,2018-06-14 08:48:00,94.0,7.9
6839,SQ30175,Turbidity,2018-07-10 09:28:00,62.0,7.9
6843,SQ30175,Turbidity,2018-11-13 09:47:00,21.0,7.9
6869,SQ30184,Turbidity,2008-08-27 11:10:00,220.0,9.400000000000002
6872,SQ30184,Turbidity,2009-05-25 11:05:00,170.0,9.400000000000002
6873,SQ30184,Turbidity,2009-09-03 11:00:00,13.0,9.400000000000002
6876,SQ30184,Turbidity,2010-05-31 09:11:00,59.0,9.400000000000002
6877,SQ30184,Turbidity,2010-08-17 12:05:00,13.0,9.400000000000002
6881,SQ30184,Turbidity,2011-08-25 11:05:00,29.0,9.400000000000002
6884,SQ30184,Turbidity,2012-08-06 09:52:00,18.0,9.400000000000002
6889,SQ30184,Turbidity,2013-06-04 10:50:00,160.0,9.400000000000002
6890,SQ30184,Turbidity,2013-07-03 08:59:00,139.0,9.400000000000002
6941,SQ30184,Turbidity,2017-10-12 11:56:00,54.0,9.400000000000002
6949,SQ30184,Turbidity,2018-06-14 13:43:00,34.0,9.400000000000002
6950,SQ30184,Turbidity,2018-07-10 10:47:00,24.0,9.400000000000002
6954,SQ30184,Turbidity,2018-11-13 11:15:00,14.7,9.400000000000002
6966,SQ30184,Turbidity,2019-11-11 12:00:00,20.0,9.400000000000002
7025,SQ30215,Turbidity,2015-03-05 10:08:00,3.7,2.5
7026,SQ30215,Turbidity,2015-04-01 11:57:00,6.7,2.5
7109,SQ30222,Turbidity,2010-08-09 11:50:00,17.0,10.3
7174,SQ30332,Turbidity,2008-08-28 12:05:00,7.3,7.2
7191,SQ30332,Turbidity,2011-04-19 14:27:00,10.1,7.2
7195,SQ30332,Turbidity,2011-08-18 10:22:00,12.0,7.2
7210,SQ30332,Turbidity,2013-06-18 12:02:00,46.0,7.2
7256,SQ30332,Turbidity,2017-04-07 11:01:00,128.0,7.2
7262,SQ30332,Turbidity,2017-10-09 07:27:00,12.2,7.2
7321,SQ30369,Turbidity,2008-08-28 09:55:00,28.0,16.875
7362,SQ30369,Turbidity,2017-10-09 09:10:00,19.0,16.875
7402,SQ30390,Turbidity,2007-02-28 10:15:00,26.0,15.95
7406,SQ30390,Turbidity,2007-06-27 11:25:00,50.0,15.95
7418,SQ30390,Turbidity,2008-06-25 10:50:00,17.0,15.95
7456,SQ30390,Turbidity,2018-02-02 09:56:00,27.0,15.95
7500,SQ30400,Turbidity,2008-08-28 11:10:00,22.0,6.699999999999999
7504,SQ30400,Turbidity,2009-08-26 11:50:00,7.2,6.699999999999999
7521,SQ30400,Turbidity,2011-08-18 10:55:00,55.0,6.699999999999999
7524,SQ30400,Turbidity,2012-08-20 11:50:00,9.2,6.699999999999999
7529,SQ30400,Turbidity,2013-06-05 13:09:00,26.0,6.699999999999999
7532,SQ30400,Turbidity,2013-09-05 11:11:00,14.5,6.699999999999999
7538,SQ30400,Turbidity,2014-03-06 10:30:00,7.1,6.699999999999999
7571,SQ30400,Turbidity,2016-09-09 12:08:00,16.2,6.699999999999999
7578,SQ30400,Turbidity,2017-04-07 11:29:00,27.0,6.699999999999999
7584,SQ30400,Turbidity,2017-10-09 08:51:00,110.0,6.699999999999999
7587,SQ30400,Turbidity,2018-01-12 09:48:00,15.8,6.699999999999999
7590,SQ30400,Turbidity,2018-04-12 10:57:00,17.6,6.699999999999999
7598,SQ30400,Turbidity,2018-12-06 13:15:00,46.0,6.699999999999999
7641,SQ30426,Turbidity,2011-08-18 10:45:00,20.0,16.55
7716,SQ30445,Turbidity,2011-08-18 10:00:00,5.1,3.4
7733,SQ30445,Turbidity,2014-03-06 08:30:00,5.9,3.4
7790,SQ30445,Turbidity,2018-12-06 11:27:00,3.6,3.4
7806,SQ30486,Turbidity,2017-04-10 11:23:00,7.1,1.5499999999999998
7856,SQ30525,Turbidity,2018-01-29 15:11:00,3.3,2.6000000000000005
7857,SQ30525,Turbidity,2018-02-23 09:29:00,11.5,2.6000000000000005
7858,SQ30525,Turbidity,2018-03-08 10:37:00,9.4,2.6000000000000005
7889,SQ30707,Turbidity,2012-06-05 12:12:00,21.0,9.825
7899,SQ30707,Turbidity,2013-10-09 12:00:00,22.0,9.825
7913,SQ30707,Turbidity,2014-12-01 09:33:00,24.0,9.825
7999,SQ30782,Turbidity,2007-10-11 13:15:00,27.0,10.0
8024,SQ30782,Turbidity,2009-11-03 14:30:00,46.0,10.0
8066,SQ30782,Turbidity,2013-06-28 13:24:00,22.0,10.0
8067,SQ30782,Turbidity,2013-07-16 13:10:00,10.2,10.0
8079,SQ30782,Turbidity,2014-07-24 13:49:00,16.0,10.0
8130,SQ30782,Turbidity,2018-11-21 11:36:00,10.1,10.0
8168,SQ30878,Turbidity,2007-10-11 11:50:00,9.6,7.2
8225,SQ30878,Turbidity,2012-08-16 13:04:00,21.0,7.2
8236,SQ30878,Turbidity,2013-07-16 12:20:00,15.3,7.2
8248,SQ30878,Turbidity,2014-07-24 12:46:00,7.9,7.2
8314,SQ30916,Turbidity,2004-03-17 13:00:00,4.6,3.3000000000000003
8335,SQ30916,Turbidity,2009-05-06 13:55:00,3.6,3.3000000000000003
8340,SQ30916,Turbidity,2010-08-24 14:00:00,4.7,3.3000000000000003
8347,SQ30916,Turbidity,2012-08-23 12:50:00,4.2,3.3000000000000003
8352,SQ30916,Turbidity,2013-06-28 12:26:00,6.5,3.3000000000000003
8353,SQ30916,Turbidity,2013-07-16 12:02:00,4.3,3.3000000000000003
8356,SQ30916,Turbidity,2013-10-15 10:46:00,140.0,3.3000000000000003
8367,SQ30916,Turbidity,2014-09-17 11:52:00,3.9,3.3000000000000003
8401,SQ30916,Turbidity,2017-08-22 11:49:00,80.0,3.3000000000000003
8407,SQ30916,Turbidity,2018-02-22 10:54:00,230.0,3.3000000000000003
8416,SQ30916,Turbidity,2018-11-21 13:02:00,36.0,3.3000000000000003
8438,SQ30928,Turbidity,2006-02-09 09:35:00,170.0,3.425
8443,SQ30928,Turbidity,2007-05-03 11:22:00,4.1,3.425
8446,SQ30928,Turbidity,2008-02-18 10:35:00,20.0,3.425
8451,SQ30928,Turbidity,2009-05-06 11:40:00,210.0,3.425
8467,SQ30928,Turbidity,2013-05-10 11:05:00,56.0,3.425
8472,SQ30928,Turbidity,2013-10-16 10:12:00,15.4,3.425
8479,SQ30928,Turbidity,2014-06-13 11:58:00,18.8,3.425
8516,SQ30928,Turbidity,2017-07-17 12:09:00,6.3,3.425
8517,SQ30928,Turbidity,2017-08-15 10:25:00,24.0,3.425
8518,SQ30928,Turbidity,2017-09-19 11:39:00,250.0,3.425
8532,SQ30928,Turbidity,2018-11-21 10:10:00,5.9,3.425
8557,SQ30945,Turbidity,2009-05-06 11:10:00,270.0,22.95
8574,SQ30945,Turbidity,2013-05-10 10:32:00,155.0,22.95
8579,SQ30945,Turbidity,2013-10-16 09:43:00,26.0,22.95
8582,SQ30945,Turbidity,2014-01-20 10:40:00,32.0,22.95
8624,SQ30945,Turbidity,2017-08-15 09:43:00,80.0,22.95
8625,SQ30945,Turbidity,2017-09-19 10:49:00,97.0,22.95
8647,SQ30945,Turbidity,2019-07-15 11:00:00,23.0,22.95
8817,SQ30976,Turbidity,2007-10-11 10:40:00,38.0,8.55
8840,SQ30976,Turbidity,2009-11-03 11:50:00,31.0,8.55
8855,SQ30976,Turbidity,2011-04-12 11:25:00,28.0,8.55
8870,SQ30976,Turbidity,2012-08-16 11:52:00,14.0,8.55
8882,SQ30976,Turbidity,2014-06-18 12:03:00,13.3,8.55
8929,SQ30977,Turbidity,2007-10-11 10:25:00,38.0,9.95
8954,SQ30977,Turbidity,2009-11-03 11:40:00,19.0,9.95
8966,SQ30977,Turbidity,2010-11-04 09:20:00,14.0,9.95
8985,SQ30977,Turbidity,2012-08-16 11:43:00,11.0,9.95
8997,SQ30977,Turbidity,2014-06-18 11:47:00,14.6,9.95
8998,SQ30977,Turbidity,2014-09-17 11:08:00,13.6,9.95
9102,SQ30992,Turbidity,2012-08-16 11:22:00,8.7,6.8
9113,SQ30992,Turbidity,2013-07-16 11:26:00,11.9,6.8
9171,SQ30992,Turbidity,2018-05-24 12:18:00,9.4,6.8
9191,SQ31018,Turbidity,2004-03-17 12:30:00,320.0,81.82500000000002
9210,SQ31018,Turbidity,2008-11-24 12:10:00,82.0,81.82500000000002
9224,SQ31018,Turbidity,2012-05-28 12:10:00,650.0,81.82500000000002
9234,SQ31018,Turbidity,2013-10-16 11:55:00,280.0,81.82500000000002
9253,SQ31018,Turbidity,2015-05-14 12:44:00,430.0,81.82500000000002
9262,SQ31018,Turbidity,2016-02-18 15:01:00,880.0,81.82500000000002
9265,SQ31018,Turbidity,2016-05-18 13:53:00,134.0,81.82500000000002
9271,SQ31018,Turbidity,2016-11-15 13:13:00,120.0,81.82500000000002
9272,SQ31018,Turbidity,2016-12-08 12:05:00,280.0,81.82500000000002
9281,SQ31018,Turbidity,2017-09-19 15:44:00,97.0,81.82500000000002
9297,SQ31018,Turbidity,2019-01-24 14:44:00,3800.0,81.82500000000002
9303,SQ31018,Turbidity,2019-07-15 13:18:00,240.0,81.82500000000002
9308,SQ31018,Turbidity,2019-12-10 12:34:00,280.0,81.82500000000002
9309,SQ31020,Turbidity,2004-03-17 11:30:00,250.0,79.9
9328,SQ31020,Turbidity,2008-11-24 11:10:00,260.0,79.9
9342,SQ31020,Turbidity,2012-05-28 11:14:00,180.0,79.9
9352,SQ31020,Turbidity,2013-10-16 10:57:00,210.0,79.9
9371,SQ31020,Turbidity,2015-05-14 11:36:00,370.0,79.9
9380,SQ31020,Turbidity,2016-02-18 09:15:00,1220.0,79.9
9383,SQ31020,Turbidity,2016-05-18 12:54:00,91.0,79.9
9389,SQ31020,Turbidity,2016-11-15 12:13:00,680.0,79.9
9390,SQ31020,Turbidity,2016-12-08 11:09:00,134.0,79.9
9399,SQ31020,Turbidity,2017-09-19 12:33:00,81.0,79.9
9414,SQ31020,Turbidity,2018-12-14 12:10:00,82.0,79.9
9415,SQ31020,Turbidity,2019-01-24 13:37:00,790.0,79.9
9421,SQ31020,Turbidity,2019-07-15 12:22:00,103.0,79.9
9426,SQ31020,Turbidity,2019-12-10 11:30:00,230.0,79.9
9476,SQ31051,Turbidity,2017-02-15 10:55:00,27.0,3.5249999999999995
9481,SQ31051,Turbidity,2018-01-29 14:26:00,3.7,3.5249999999999995
9577,SQ32732,Turbidity,2013-09-05 12:03:00,15.6,13.675
9578,SQ32732,Turbidity,2013-10-09 11:00:00,28.0,13.675
9592,SQ32732,Turbidity,2014-12-01 11:54:00,82.0,13.675
9701,SQ32804,Turbidity,2019-12-12 11:44:00,2.4,2.025
9784,SQ32872,Turbidity,2012-08-16 13:40:00,68.0,47.15
9794,SQ32872,Turbidity,2013-06-28 12:51:00,52.0,47.15
9795,SQ32872,Turbidity,2013-07-16 12:40:00,74.0,47.15
9854,SQ32872,Turbidity,2018-06-20 15:06:00,52.0,47.15
9925,SQ32943,Turbidity,2013-03-26 09:59:00,13.5,2.1999999999999997
9926,SQ32943,Turbidity,2013-04-29 10:56:00,2.9,2.1999999999999997
9928,SQ32943,Turbidity,2013-06-18 11:05:00,2.9,2.1999999999999997
9950,SQ32943,Turbidity,2016-04-14 08:55:00,3.3,2.1999999999999997
9968,SQ32943,Turbidity,2017-10-09 08:05:00,4.1,2.1999999999999997
9980,SQ32943,Turbidity,2018-11-06 08:20:00,23.0,2.1999999999999997
10006,SQ33055,Turbidity,2005-08-10 11:20:00,15.0,10.9
10062,SQ33055,Turbidity,2010-08-18 11:30:00,33.0,10.9
10074,SQ33055,Turbidity,2011-08-18 10:20:00,26.0,10.9
10076,SQ33055,Turbidity,2011-10-19 09:45:00,330.0,10.9
10079,SQ33055,Turbidity,2012-01-11 09:55:00,18.0,10.9
10100,SQ33055,Turbidity,2014-12-01 12:49:00,37.0,10.9
10133,SQ33056,Turbidity,2005-08-10 11:35:00,23.0,15.100000000000001
10189,SQ33056,Turbidity,2010-08-18 11:05:00,29.0,15.100000000000001
10201,SQ33056,Turbidity,2011-08-18 10:40:00,37.0,15.100000000000001
10203,SQ33056,Turbidity,2011-10-19 10:10:00,290.0,15.100000000000001
10206,SQ33056,Turbidity,2012-01-11 10:15:00,18.0,15.100000000000001
10227,SQ33056,Turbidity,2013-10-09 10:30:00,45.0,15.100000000000001
10232,SQ33056,Turbidity,2014-03-06 12:27:00,25.0,15.100000000000001
10236,SQ33056,Turbidity,2014-07-03 10:28:00,23.0,15.100000000000001
10241,SQ33056,Turbidity,2014-12-01 12:30:00,17.4,15.100000000000001
10366,SQ33148,Turbidity,2013-09-25 09:32:00,1070.0,465.8
10411,SQ33148,Turbidity,2017-07-25 09:43:00,500.0,465.8
10413,SQ33148,Turbidity,2017-09-26 07:44:00,10000.0,465.8
10426,SQ33148,Turbidity,2018-10-30 08:14:00,1800.0,465.8
10427,SQ33148,Turbidity,2018-11-26 07:56:00,4300.0,465.8
10435,SQ33148,Turbidity,2019-07-22 09:35:00,820.0,465.8
10442,SQ33270,Turbidity,2004-02-26 09:10:00,490.0,245.2
10443,SQ33270,Turbidity,2004-03-18 09:10:00,330.0,245.2
10454,SQ33270,Turbidity,2006-05-11 11:20:00,550.0,245.2
10455,SQ33270,Turbidity,2006-07-20 10:35:00,360.0,245.2
10483,SQ33270,Turbidity,2013-05-21 11:00:00,540.0,245.2
10487,SQ33270,Turbidity,2013-09-25 10:54:00,1760.0,245.2
10535,SQ33270,Turbidity,2017-09-26 09:33:00,990.0,245.2
10539,SQ33270,Turbidity,2018-01-30 08:27:00,360.0,245.2
10540,SQ33270,Turbidity,2018-02-26 21:09:00,1420.0,245.2
10548,SQ33270,Turbidity,2018-10-30 09:45:00,3700.0,245.2
10549,SQ33270,Turbidity,2018-11-26 09:22:00,5000.0,245.2
10552,SQ33270,Turbidity,2019-02-26 09:38:00,790.0,245.2
10557,SQ33270,Turbidity,2019-07-22 10:59:00,670.0,245.2
10577,SQ33273,Turbidity,2006-07-20 11:05:00,78.0,15.675000000000002
10609,SQ33273,Turbidity,2013-09-25 14:46:00,46.0,15.675000000000002
10631,SQ33273,Turbidity,2015-07-29 13:26:00,18.2,15.675000000000002
10638,SQ33273,Turbidity,2016-02-23 13:55:00,52.0,15.675000000000002
10644,SQ33273,Turbidity,2016-08-30 11:37:00,16.2,15.675000000000002
10651,SQ33273,Turbidity,2017-03-29 11:09:00,18.6,15.675000000000002
10699,SQ33274,Turbidity,2006-07-20 12:00:00,43.0,13.225
10748,SQ33274,Turbidity,2018-10-30 16:34:00,20.0,13.225
10767,SQ33476,Turbidity,2006-07-20 10:50:00,100.0,9.4
10803,SQ33476,Turbidity,2015-07-29 14:23:00,12.6,9.4
10887,SQ33899,Turbidity,2014-04-23 09:56:00,4.1,1.7
10932,SQ33899,Turbidity,2018-02-27 06:42:00,7.5,1.7
10941,SQ33899,Turbidity,2018-11-27 09:05:00,94.0,1.7
10957,SQ33962,Turbidity,2004-08-19 11:00:00,15.0,11.8
10973,SQ33962,Turbidity,2008-08-27 12:15:00,180.0,11.8
10976,SQ33962,Turbidity,2009-05-25 12:10:00,69.0,11.8
10980,SQ33962,Turbidity,2010-05-31 10:44:00,30.0,11.8
10985,SQ33962,Turbidity,2011-08-25 12:15:00,26.0,11.8
10988,SQ33962,Turbidity,2012-08-06 11:17:00,26.0,11.8
10993,SQ33962,Turbidity,2013-06-04 12:15:00,28.0,11.8
10994,SQ33962,Turbidity,2013-07-03 10:00:00,37.0,11.8
11006,SQ33962,Turbidity,2014-07-01 11:50:00,23.0,11.8
11030,SQ33962,Turbidity,2016-07-14 10:06:00,28.0,11.8
11045,SQ33962,Turbidity,2017-10-12 09:44:00,60.0,11.8
11051,SQ33962,Turbidity,2018-04-13 11:51:00,21.0,11.8
11053,SQ33962,Turbidity,2018-06-14 12:04:00,62.0,11.8
11074,SQ34191,Turbidity,2004-07-29 10:50:00,22.0,17.5
11090,SQ34191,Turbidity,2008-08-11 11:30:00,23.0,17.5
11098,SQ34191,Turbidity,2010-08-09 12:25:00,54.0,17.5
11141,SQ34412,Turbidity,2004-06-17 12:50:00,13.0,11.725
11146,SQ34412,Turbidity,2005-07-28 12:35:00,15.0,11.725
11150,SQ34412,Turbidity,2006-07-20 12:50:00,40.0,11.725
11192,SQ34412,Turbidity,2017-01-31 06:21:00,22.0,11.725
11207,SQ34417,Turbidity,2005-07-21 11:00:00,46.0,34.7
11222,SQ34417,Turbidity,2006-10-26 10:35:00,110.0,34.7
11242,SQ34417,Turbidity,2008-07-24 10:25:00,180.0,34.7
11257,SQ34417,Turbidity,2009-10-15 09:35:00,42.0,34.7
11264,SQ34417,Turbidity,2010-05-27 10:40:00,440.0,34.7
11266,SQ34417,Turbidity,2010-07-22 10:30:00,41.0,34.7
11267,SQ34417,Turbidity,2010-09-02 10:30:00,98.0,34.7
11268,SQ34417,Turbidity,2010-09-23 10:30:00,120.0,34.7
11278,SQ34417,Turbidity,2011-07-13 11:30:00,160.0,34.7
11282,SQ34417,Turbidity,2011-11-24 09:10:00,120.0,34.7
11311,SQ34417,Turbidity,2014-04-30 12:23:00,100.0,34.7
11324,SQ34417,Turbidity,2015-05-13 10:42:00,36.0,34.7
11353,SQ34417,Turbidity,2017-10-11 10:43:00,183.0,34.7
11361,SQ34417,Turbidity,2018-06-13 12:20:00,1490.0,34.7
11362,SQ34417,Turbidity,2018-07-11 11:38:00,56.0,34.7
11395,SQ34418,Turbidity,2006-09-28 09:45:00,32.0,30.0
11397,SQ34418,Turbidity,2006-11-23 09:05:00,54.0,30.0
11406,SQ34418,Turbidity,2007-10-25 09:25:00,36.0,30.0
11432,SQ34418,Turbidity,2009-12-15 09:05:00,38.0,30.0
11437,SQ34418,Turbidity,2010-05-27 10:10:00,54.0,30.0
11449,SQ34418,Turbidity,2011-05-17 10:00:00,64.0,30.0
11450,SQ34418,Turbidity,2011-07-13 10:15:00,32.0,30.0
11453,SQ34418,Turbidity,2011-11-24 08:50:00,51.0,30.0
11464,SQ34418,Turbidity,2012-10-16 09:03:00,37.0,30.0
11480,SQ34418,Turbidity,2015-10-14 09:06:00,111.0,30.0
11510,SQ34420,Turbidity,2017-10-11 10:16:00,154.0,81.7
11513,SQ34420,Turbidity,2018-07-11 11:34:00,161.0,81.7
11555,SQ34538,Turbidity,2013-06-28 10:06:00,2.8,2.4000000000000004
11556,SQ34538,Turbidity,2013-07-16 10:20:00,3.2,2.4000000000000004
11567,SQ34538,Turbidity,2014-06-18 10:11:00,3.2,2.4000000000000004
11569,SQ34538,Turbidity,2014-08-19 09:48:00,3.4,2.4000000000000004
11615,SQ34538,Turbidity,2018-06-20 09:53:00,3.9,2.4000000000000004
11657,SQ34540,Turbidity,2010-06-28 14:05:00,6.2,5.3999999999999995
11670,SQ34540,Turbidity,2013-06-28 11:17:00,5.5,5.3999999999999995
11671,SQ34540,Turbidity,2013-07-16 11:05:00,24.0,5.3999999999999995
11681,SQ34540,Turbidity,2014-05-22 10:43:00,7.6,5.3999999999999995
11795,SQ34557,Turbidity,2005-07-28 11:30:00,16.0,9.8
11799,SQ34557,Turbidity,2006-07-20 11:45:00,120.0,9.8
11830,SQ34557,Turbidity,2014-04-22 10:00:00,23.0,9.8
11849,SQ34557,Turbidity,2018-10-30 16:10:00,176.0,9.8
11852,SQ34557,Turbidity,2019-07-22 17:30:00,11.1,9.8
